initial_age,weight,family_kind,race,marital_status,accumulated_capital,annual_contribution,income,new_accumulated_capital
53,1416,1,3,1,-116179.66172328388,0.07,3.57784736290989e+41,-116179.66172328388
37,1284,1,3,1,4482.577263026977,0.21,6.269176147945402e+41,4482.577263026977
48,3047,1,1,1,-5330.745237289973,0.27,5.521463388201435e+41,-5330.745237289973
57,2055,3,4,3,69738.63019599313,0.11,1.4770101680245427e+41,69738.63019599313
56,1843,3,1,2,-45852.8052486889,0.11,7.447477357287561e+41,-45852.8052486889
36,1537,1,1,1,10211.784901588791,0.17,1.857982791436203e+41,10211.784901588791
44,1912,1,4,1,-204134.34035861888,0.3,2.1133780078076963e+41,-204134.34035861888
55,2046,3,4,5,10948.293767374078,0.03,4.045258677020647e+41,10948.293767374078
41,1704,1,1,1,-34578.28421561183,0.34,7.73628109314873e+41,-34578.28421561183
45,2025,2,2,3,535334.7766342405,0.34,5.7304256318849224e+41,535334.7766342405
59,2025,2,1,5,28314.274177338404,0.26,5.177906015881992e+40,28314.274177338404
60,1582,3,1,5,-51272.40004409941,0.28,4.806667105820112e+41,-51272.40004409941
61,1582,2,2,5,429902.5058732039,0.27,1.5525368119607366e+41,429902.5058732039
44,1537,1,1,1,82995.01958045864,0.05,1.236866274489946e+41,82995.01958045864
41,1662,1,4,1,48252.08481436216,0.13,9.549906165068541e+40,48252.08481436216
41,1585,1,4,1,-52153.20461751984,0.14,1.1118725330018759e+42,-52153.20461751984
49,1880,3,4,5,21403.52226767316,0.28,4.489175953151478e+41,21403.52226767316
36,1500,1,1,1,228083.37675465617,0.33,1.4221472915982453e+42,228083.37675465617
56,1787,1,4,1,44119.68962405586,0.15,7.787030094873287e+40,44119.68962405586
56,1782,2,2,3,90032.29947288333,0.1,1.3804898945299348e+41,90032.29947288333
63,1377,2,4,5,16741.76760554388,0.23,1.3833549711447926e+41,16741.76760554388
54,1852,1,1,1,139529.6453354043,0.27,6.410318469974106e+41,139529.6453354043
43,1533,1,1,1,394692.2003487426,0.34,1.2008818098752103e+41,394692.2003487426
42,1979,1,4,1,238625.8430084587,0.28,2.3515845606787817e+41,238625.8430084587
40,1676,1,4,1,376738.0069502892,0.16,1.4831475567945392e+42,376738.0069502892
41,1586,3,1,1,-29743.584754441355,0.29,1.0202781713832909e+42,-29743.584754441355
49,1691,3,1,2,-223045.13841256945,0.18,2.274217963572677e+41,-223045.13841256945
48,1643,1,1,1,37206.6917182593,0.02,3.4093943638539267e+41,37206.6917182593
57,1692,3,2,5,59794.64837073928,0.2,2.7257447299304067e+41,59794.64837073928
61,1660,2,2,5,-10356.491513860785,0.33,1.3273522948193326e+41,-10356.491513860785
46,1626,2,2,5,146506.7509827171,0.09,6.185318734868349e+41,146506.7509827171
61,1835,3,1,3,-134657.01819535915,0.25,6.199142862425651e+41,-134657.01819535915
42,1586,3,1,3,-228691.8378655612,0.14,4.6052455385766144e+41,-228691.8378655612
61,1835,3,1,5,169498.5626574366,0.26,2.37236912596464e+41,169498.5626574366
47,1848,1,1,1,71676.77679501192,0.16,1.0281841506282602e+42,71676.77679501192
49,1766,1,4,1,16604.240854780244,0.07,1.1538622567254825e+42,16604.240854780244
52,1707,3,4,3,-179336.96512126888,0.28,4.7847668852729874e+41,-179336.96512126888
51,1634,1,4,1,70449.9871249754,0.21,3.2914086379518846e+41,70449.9871249754
57,1598,3,1,3,-150736.23651924732,0.19,5.489987206050501e+40,-150736.23651924732
46,1778,2,1,3,59419.44125149499,0.06,6.093342305284638e+41,59419.44125149499
38,1797,1,4,1,317719.39651221014,0.15,2.4525879720648665e+41,317719.39651221014
36,1797,3,4,5,130663.12159309728,0.03,2.694709637358721e+41,130663.12159309728
62,1667,1,1,1,-181918.5711814615,0.15,2.003398811542021e+41,-181918.5711814615
42,1653,1,4,1,134716.8477431744,0.25,5.963840059738844e+41,134716.8477431744
57,1727,3,1,3,91237.40806980705,0.24,2.8758452027975523e+41,91237.40806980705
36,1547,1,2,1,35320.03894359421,0.02,1.9347997574360153e+41,35320.03894359421
43,1527,1,4,1,136835.18000325517,0.06,8.041322850276136e+41,136835.18000325517
48,1815,1,1,1,67002.39434682876,0.31,1.1958974673933427e+41,67002.39434682876
41,1666,1,1,1,-161176.943374962,0.02,4.457237153717016e+41,-161176.943374962
49,1789,1,4,1,-225082.3681871893,0.19,4.971419248893505e+41,-225082.3681871893
55,1748,1,4,1,-172002.3652280525,0.32,1.0726460882197846e+41,-172002.3652280525
39,1400,3,1,3,-37424.64933684809,0.03,4.3757261382024875e+41,-37424.64933684809
42,1631,1,3,1,127309.3793307836,0.01,2.7976211105580166e+41,127309.3793307836
46,1373,1,3,1,-60865.94179135556,0.28,3.160708085633188e+41,-60865.94179135556
54,1322,3,3,3,-74051.60886097363,0.3,7.498683489844264e+41,-74051.60886097363
55,1584,1,1,1,116642.84693028768,0.22,5.406496892308632e+41,116642.84693028768
57,1292,2,3,5,568712.6591926283,0.08,6.218196149114176e+41,568712.6591926283
41,1314,2,1,5,104516.0148700573,0.16,4.7413051257983355e+41,104516.0148700573
50,1755,1,4,1,40678.469314206086,0.19,8.680658274885362e+41,40678.469314206086
36,2023,1,1,1,323983.594225201,0.05,6.6305340311090595e+41,323983.594225201
35,1676,1,1,1,182417.7997857776,0.17,9.396129308391179e+41,182417.7997857776
53,1767,1,4,1,330872.9137105465,0.15,5.430194592808093e+41,330872.9137105465
53,1575,3,4,5,-82797.15773637877,0.29,5.890184562174288e+41,-82797.15773637877
42,1179,3,3,5,31183.7491314468,0.31,1.9394151210995304e+42,31183.7491314468
43,1608,1,2,1,105467.43854530096,0.27,5.786674841057796e+41,105467.43854530096
55,1660,1,2,1,235911.03955998912,0.21,2.7768994747599878e+41,235911.03955998912
36,1463,1,3,1,-42394.50177526109,0.22,1.6856234045456806e+42,-42394.50177526109
44,1188,3,3,5,-288317.0720885687,0.02,4.9577473778243505e+41,-288317.0720885687
41,1463,1,3,1,38890.14374039164,0.22,1.3950396791967537e+41,38890.14374039164
54,1592,1,4,1,22228.009482119407,0.16,3.9196770856092075e+41,22228.009482119407
52,1596,1,1,1,45795.70958143499,0.33,4.4692272145447526e+41,45795.70958143499
55,1308,3,3,3,-1804.6988467446336,0.14,6.322469853772128e+41,-1804.6988467446336
56,1308,2,1,3,114997.55726249528,0.18,9.124594900046764e+41,114997.55726249528
51,1427,3,3,3,-4456.933386184274,0.04,2.758199571862126e+41,-4456.933386184274
53,1251,2,1,3,-79874.85493278192,0.01,3.3410400943486803e+41,-79874.85493278192
54,1251,3,3,2,63292.05876333565,0.02,4.784769853984124e+41,63292.05876333565
52,1373,1,1,1,34768.72607060015,0.2,6.0277830833187175e+41,34768.72607060015
61,1576,1,4,1,100153.81049732308,0.13,4.778831857548008e+41,100153.81049732308
52,1389,3,3,4,47070.81671375808,0.06,1.3300650913314823e+42,47070.81671375808
63,1281,3,3,5,-199754.7423944473,0.07,3.6073073434358965e+41,-199754.7423944473
60,1260,1,3,1,-139563.44884845478,0.17,1.7944035931201057e+41,-139563.44884845478
46,1276,2,3,5,77822.77246382913,0.11,7.833954075046652e+41,77822.77246382913
53,2185,2,3,5,23522.15470548024,0.26,6.7832223893441066e+41,23522.15470548024
41,1174,2,3,5,20328.293296374333,0.17,6.193737545449683e+41,20328.293296374333
36,1616,2,1,5,218804.0276010025,0.34,9.813138284171328e+41,218804.0276010025
37,1419,1,1,1,29900.76829511908,0.16,1.283793250931889e+41,29900.76829511908
55,1671,1,1,1,20344.875430175853,0.34,2.958524747584964e+41,20344.875430175853
54,1308,1,3,1,16369.32757156161,0.25,5.006986896274119e+41,16369.32757156161
52,1332,2,3,3,451742.9085413521,0.14,3.3446806493774567e+41,451742.9085413521
35,4541,2,3,5,-6279.330901366627,0.25,9.906603831777988e+41,-6279.330901366627
49,3137,3,1,3,-27918.0006145365,0.25,6.175529196767156e+41,-27918.0006145365
56,2342,1,3,1,2499.0020546455444,0.13,2.7817482872970473e+41,2499.0020546455444
38,2740,3,1,3,-354708.37655126833,0.0,3.091507482505687e+41,-354708.37655126833
60,1636,1,1,1,27420.260067010266,0.23,3.7324584920665495e+41,27420.260067010266
60,3141,1,1,1,-84947.20300253027,0.29,3.592702076967317e+41,-84947.20300253027
56,3068,1,1,1,108023.20495570506,0.29,2.1329724813116603e+41,108023.20495570506
56,1562,1,3,1,37654.04298634866,0.17,3.0302548479872407e+41,37654.04298634866
51,1748,1,4,1,-40670.93752844413,0.19,9.211747778844392e+41,-40670.93752844413
52,1748,3,4,3,-179947.76948751925,0.29,4.338774725079291e+41,-179947.76948751925
51,3247,3,1,2,-136813.88708899156,0.28,2.587476666496132e+41,-136813.88708899156
57,1684,1,1,1,80184.49267859006,0.12,5.369027189261745e+41,80184.49267859006
36,3042,1,1,1,280887.87995953945,0.01,1.9960894998872617e+41,280887.87995953945
58,3266,3,1,5,45742.60013000695,0.15,2.1574326722162294e+41,45742.60013000695
35,3856,1,4,1,14324.337758370742,0.33,9.257376653282321e+41,14324.337758370742
51,3291,1,1,1,-231562.13832957612,0.25,4.253490436432579e+41,-231562.13832957612
47,3473,2,1,5,465143.30625194137,0.05,9.199364245067848e+41,465143.30625194137
60,3627,1,1,1,-104816.12302450104,0.34,9.331159722859424e+40,-104816.12302450104
61,3627,3,1,2,-99127.4393329154,0.04,1.9464820921077442e+41,-99127.4393329154
45,1672,1,1,1,374160.5929733819,0.27,4.561216676467641e+41,374160.5929733819
53,2176,1,4,1,638536.8349491167,0.09,1.6690934497517615e+41,638536.8349491167
60,2037,1,4,1,84265.39701824395,0.15,1.0384349869136102e+41,84265.39701824395
63,2037,3,4,3,97298.10314379646,0.29,3.592154108978122e+41,97298.10314379646
37,1956,2,4,5,-15445.287680641995,0.11,4.8858041457217e+41,-15445.287680641995
58,3122,3,2,2,43761.66124184804,0.13,2.252471798275082e+41,43761.66124184804
56,3387,3,1,1,42520.73210371656,0.16,2.616890618686105e+41,42520.73210371656
51,1933,3,2,5,1501.7554446508475,0.32,5.312568433916363e+41,1501.7554446508475
35,1530,3,2,5,-9292.706241415222,0.14,5.5248700505060136e+41,-9292.706241415222
49,3106,3,4,1,-18883.47840366951,0.0,3.822509551505875e+41,-18883.47840366951
50,1644,1,4,1,-181713.60218534924,0.33,1.7543643968875306e+41,-181713.60218534924
60,1351,3,3,2,-95654.58428393803,0.19,5.922527663019083e+40,-95654.58428393803
60,1335,1,3,1,52736.97287112846,0.24,3.2398497136954704e+41,52736.97287112846
51,1845,1,4,1,-170644.26095365922,0.18,2.1549302222018706e+41,-170644.26095365922
54,1682,2,1,5,157084.13148920753,0.17,6.222636235354447e+41,157084.13148920753
44,1636,1,4,1,-72097.88598792934,0.27,3.3566739542958876e+41,-72097.88598792934
51,3065,2,1,5,157923.30453015267,0.24,4.066017154174039e+41,157923.30453015267
41,1636,3,4,5,111048.02561072304,0.33,1.1359582606660141e+42,111048.02561072304
43,1920,1,2,1,-194840.6508780261,0.23,5.00728641868162e+41,-194840.6508780261
38,1853,2,2,5,401966.029270043,0.2,8.718601548402763e+41,401966.029270043
43,1875,2,2,5,-51861.46116511121,0.2,1.0838811527233622e+41,-51861.46116511121
38,1848,3,4,5,153289.6189592431,0.31,6.6078896371452564e+41,153289.6189592431
42,3182,1,1,1,53884.83405492198,0.07,9.552742297581357e+41,53884.83405492198
41,1741,3,2,5,-96763.76099533636,0.31,7.149183773148255e+41,-96763.76099533636
44,1721,1,4,1,246.1957565454642,0.0,1.0923028299060532e+42,246.1957565454642
49,1418,1,3,1,50760.45466197009,0.26,5.896135572638707e+41,50760.45466197009
45,1828,1,1,1,91549.15366604856,0.25,4.393553257512816e+40,91549.15366604856
47,1828,1,1,1,36110.69257138703,0.34,5.338802205062124e+41,36110.69257138703
41,1609,1,4,1,-25939.765181451552,0.0,2.5381477739266103e+41,-25939.765181451552
43,1831,1,4,1,16724.94707413502,0.0,4.7043656920804256e+41,16724.94707413502
56,3427,1,1,1,-36180.85421374057,0.06,2.367579412930305e+41,-36180.85421374057
40,1779,1,4,1,335582.8006440992,0.32,4.28497808837721e+41,335582.8006440992
57,1805,3,4,5,70170.29141429135,0.05,8.289732010562129e+41,70170.29141429135
56,1805,3,4,5,104566.0183157679,0.32,3.0092956071946703e+41,104566.0183157679
44,1530,2,4,5,29717.30829606349,0.12,4.8442499621261555e+41,29717.30829606349
63,1377,3,3,2,-65130.4365901992,0.3,2.7020535596125656e+41,-65130.4365901992
41,1251,1,3,1,24956.742018021145,0.08,1.1466286340054509e+41,24956.742018021145
39,2893,1,1,1,129688.33792363109,0.34,1.990307524544397e+41,129688.33792363109
40,2822,1,4,1,134436.9925432731,0.25,5.1542182305330264e+41,134436.9925432731
60,1834,1,4,1,126903.89281195209,0.02,3.970415176940259e+41,126903.89281195209
49,1748,1,4,1,278356.6717034245,0.1,5.6454705772190275e+41,278356.6717034245
50,1995,1,4,1,104186.56100601466,0.28,2.729766348469178e+41,104186.56100601466
36,1277,2,3,5,14644.308039690364,0.15,4.2329615755450606e+41,14644.308039690364
46,2223,2,3,5,-37946.30805986911,0.35,1.0512694032484717e+42,-37946.30805986911
35,1240,1,3,1,65209.40870152785,0.22,8.238478489422632e+41,65209.40870152785
47,3137,3,1,5,-47586.14721707625,0.07,4.638283547169738e+41,-47586.14721707625
46,3137,3,1,3,-129447.29483408334,0.18,8.930350328350509e+41,-129447.29483408334
43,1770,1,4,1,78841.02300215942,0.08,5.9648948041154146e+41,78841.02300215942
40,1583,1,1,1,-63573.86101017989,0.01,8.424688920919763e+41,-63573.86101017989
57,1772,2,4,2,-165074.41493010556,0.29,6.2785164837766176e+41,-165074.41493010556
40,3005,3,4,4,28138.701122075327,0.29,1.4790595575509395e+42,28138.701122075327
59,3068,3,1,3,116708.60516987942,0.08,1.0595355475330633e+41,116708.60516987942
49,1276,1,3,1,75157.34555834786,0.29,5.099326901231927e+41,75157.34555834786
45,2288,2,3,5,59161.43521212409,0.26,6.40001796762323e+41,59161.43521212409
38,2820,1,1,1,382124.302947708,0.26,2.365913910090043e+41,382124.302947708
35,2977,2,1,4,-11450.58895173794,0.04,1.2733302494489817e+42,-11450.58895173794
58,3035,2,1,5,68276.07847761449,0.12,6.885336050617795e+41,68276.07847761449
37,1793,3,4,3,76517.49591093771,0.23,5.36850663023306e+41,76517.49591093771
48,3856,1,4,1,22511.341788547765,0.04,6.833879701513728e+41,22511.341788547765
59,1979,1,4,1,133303.83760140088,0.23,5.35705836736426e+41,133303.83760140088
39,3363,1,4,1,72605.70566977475,0.16,1.3729298532429345e+41,72605.70566977475
56,1525,1,3,1,-5022.893486774255,0.28,1.6113455558925216e+41,-5022.893486774255
62,3627,1,1,1,-5839.881075292693,0.34,1.1126888932992327e+41,-5839.881075292693
55,1832,1,1,1,-199238.10440385333,0.15,8.59880305055553e+41,-199238.10440385333
39,1846,1,4,1,361416.8479574829,0.04,3.1640593156203975e+41,361416.8479574829
53,1396,1,3,1,-234697.2253333819,0.12,4.469666821771656e+41,-234697.2253333819
50,3435,1,1,1,-19929.2913716957,0.14,9.767654950795837e+40,-19929.2913716957
56,3337,1,1,1,105363.17656178592,0.17,8.270968535376877e+41,105363.17656178592
46,1766,1,1,1,294718.00062763697,0.23,3.70216634757394e+41,294718.00062763697
56,3542,2,1,5,52251.55839635528,0.06,3.803868717866401e+41,52251.55839635528
60,3289,2,1,5,300528.71479139046,0.16,2.0325532235044307e+41,300528.71479139046
45,1962,1,2,1,-27483.81561569121,0.01,1.2896508917224529e+41,-27483.81561569121
47,1833,3,2,5,-43714.65726680306,0.19,5.5590018952455125e+40,-43714.65726680306
53,1329,1,3,1,137630.61983484795,0.17,2.9841463354805714e+41,137630.61983484795
57,1644,1,4,1,62507.08359039574,0.16,1.2026369602057431e+41,62507.08359039574
57,1351,3,3,4,-199553.8911692501,0.33,2.1494975846154567e+41,-199553.8911692501
51,1644,1,1,1,404669.019063952,0.11,8.692158747830565e+40,404669.019063952
36,1904,1,4,1,796358.7024361502,0.2,1.4126383051147295e+42,796358.7024361502
35,1421,1,3,1,60918.99296330956,0.29,8.918519061917325e+41,60918.99296330956
43,1267,3,3,4,-87778.27638044955,0.31,1.1524733525814064e+42,-87778.27638044955
49,1886,1,1,1,101301.33486604004,0.16,6.38287988188384e+41,101301.33486604004
61,1899,1,4,1,181280.70728360253,0.23,7.035117727555904e+41,181280.70728360253
60,1899,1,4,1,58980.16925935919,0.14,2.8498812006251955e+41,58980.16925935919
44,1697,1,1,1,-70011.1851246628,0.07,3.5388805397206624e+41,-70011.1851246628
45,3188,3,1,5,65813.3329773536,0.24,9.541275729085607e+40,65813.3329773536
56,3300,1,1,1,707240.1775097477,0.32,2.9744175027871496e+41,707240.1775097477
40,1251,1,3,1,-172808.73947181748,0.29,1.94956446630281e+42,-172808.73947181748
43,2840,2,3,5,-8618.06017251547,0.34,1.3287234013672031e+42,-8618.06017251547
43,1251,3,3,5,-44902.64129759876,0.29,7.077800513807453e+41,-44902.64129759876
38,1779,1,4,1,90193.47378097213,0.04,8.691182385014788e+40,90193.47378097213
62,3093,3,1,3,-128396.2019639616,0.01,1.3340262056741746e+41,-128396.2019639616
56,3330,1,1,1,-303697.052735587,0.35,4.346691575820517e+41,-303697.052735587
44,1634,1,1,1,10492.816567811553,0.27,2.892506814038066e+41,10492.816567811553
55,3271,1,1,1,189031.33148215307,0.08,3.2580804682189892e+41,189031.33148215307
48,1745,1,1,1,371955.25762993103,0.01,5.017766886954422e+41,371955.25762993103
49,3529,3,1,5,47084.2421027797,0.26,2.6833775692666805e+41,47084.2421027797
48,1790,1,4,1,-32170.89799960702,0.26,1.8717655873515512e+41,-32170.89799960702
48,1460,3,3,4,122965.37057144982,0.2,3.804472649917373e+40,122965.37057144982
37,2869,2,4,1,-13719.69112634001,0.08,9.65655614112244e+41,-13719.69112634001
36,2892,2,1,5,191.2427881170771,0.06,1.398685041188432e+42,191.2427881170771
59,3427,3,1,3,-57503.4798283548,0.24,3.638642181764649e+41,-57503.4798283548
41,1682,1,1,1,27922.82614330628,0.03,5.1555688374187535e+41,27922.82614330628
35,3118,2,3,5,158276.1511595151,0.1,9.410754716661574e+41,158276.1511595151
44,1882,1,1,1,37422.40876611653,0.25,5.854561216998917e+41,37422.40876611653
62,1602,1,3,1,23770.09134027971,0.2,1.978184975639872e+41,23770.09134027971
62,1411,2,3,5,-35901.336121773886,0.03,9.81268948520936e+40,-35901.336121773886
61,1587,1,3,1,-48438.58129315443,0.03,4.63322795052956e+40,-48438.58129315443
54,1465,1,1,1,-45101.5729644101,0.08,3.5523152018547e+41,-45101.5729644101
42,1451,1,3,1,-69406.95935691144,0.01,2.8157970162472786e+41,-69406.95935691144
53,1433,3,3,3,8992.979302520782,0.17,3.3831321659254124e+41,8992.979302520782
47,1433,2,1,3,-301154.2072834669,0.02,2.5611653418160588e+41,-301154.2072834669
52,1642,3,2,5,-10071.220831706756,0.27,2.151247416047303e+41,-10071.220831706756
53,5553,2,3,4,-40373.23825414626,0.2,7.602344656555581e+40,-40373.23825414626
49,1531,3,2,5,-137567.42125767513,0.22,1.905701094216973e+41,-137567.42125767513
36,1295,3,1,5,132268.35646381407,0.08,5.413466687691826e+41,132268.35646381407
37,1295,3,1,5,-10075.058634747847,0.03,8.66021406080817e+41,-10075.058634747847
58,1412,3,3,5,-90960.59628918293,0.17,3.611637773601184e+41,-90960.59628918293
47,1443,1,3,1,319471.7494654089,0.28,2.6826307486605676e+41,319471.7494654089
54,1516,1,3,1,-329596.9769151416,0.21,6.146168508676339e+40,-329596.9769151416
46,1593,1,1,1,-78114.91477810653,0.09,7.387065952362634e+41,-78114.91477810653
40,1271,1,3,1,43923.66399700939,0.05,2.620612250304846e+42,43923.66399700939
48,1380,1,3,1,3130.364690769464,0.3,2.0770221340458673e+41,3130.364690769464
54,1347,1,3,1,-75357.39629324956,0.17,2.096670991225149e+41,-75357.39629324956
44,1301,3,3,3,-128894.00955028986,0.29,9.92102778489545e+41,-128894.00955028986
55,1546,1,3,1,41800.49872135891,0.3,2.9944499698493754e+41,41800.49872135891
51,1453,1,3,1,1323.683680386937,0.32,1.7941790686708335e+42,1323.683680386937
46,1418,1,3,1,161464.49800368675,0.15,7.73541529700315e+41,161464.49800368675
52,2783,1,3,1,-176159.5462444123,0.35,2.2978420745217826e+41,-176159.5462444123
46,1418,1,3,1,-132786.0618227426,0.2,5.788627441436122e+41,-132786.0618227426
63,1617,1,3,1,23800.47350910307,0.26,8.445756291398812e+40,23800.47350910307
47,1389,1,3,1,90078.70932835343,0.15,5.783115532861717e+41,90078.70932835343
46,1395,1,3,1,-146524.92733443296,0.06,3.50261178231251e+41,-146524.92733443296
47,2198,2,3,1,151803.27567329348,0.07,4.470095589645441e+41,151803.27567329348
56,2639,1,4,1,339713.86891630274,0.24,1.8442801508210277e+41,339713.86891630274
48,2972,1,3,1,105919.77828037734,0.26,4.999010617671863e+41,105919.77828037734
63,2919,1,4,1,64589.315379058,0.1,2.1528339876799676e+41,64589.315379058
44,1275,1,3,1,24311.63803776589,0.14,4.440659504541129e+41,24311.63803776589
35,2050,1,4,1,160739.4777573285,0.26,1.0874240480745173e+42,160739.4777573285
42,1772,1,4,1,-275921.32614332094,0.13,7.657544116303853e+41,-275921.32614332094
38,1843,1,4,1,22831.04534313641,0.3,1.0150495186912027e+42,22831.04534313641
45,1725,2,2,5,-64383.82505680994,0.12,6.013165943065332e+41,-64383.82505680994
56,2130,2,4,1,-10492.352701234626,0.1,3.917133998147268e+41,-10492.352701234626
46,1556,1,1,1,113534.23904102833,0.3,2.2855266675978037e+41,113534.23904102833
53,1740,1,4,1,-91608.35433810257,0.05,1.808675656892168e+41,-91608.35433810257
53,1836,3,4,5,84605.02561094316,0.08,4.619754719712044e+41,84605.02561094316
51,1746,3,4,1,-292950.155467599,0.28,2.3767478071727978e+41,-292950.155467599
52,1746,1,4,1,-65401.77496022448,0.01,3.7251571330568835e+41,-65401.77496022448
44,1751,1,1,1,153448.82646797464,0.13,3.134311926406731e+41,153448.82646797464
53,1708,2,2,3,4891.804876585022,0.11,2.107897550639543e+41,4891.804876585022
38,2193,2,2,5,147771.12379051078,0.14,8.006125472620849e+41,147771.12379051078
59,2079,3,4,4,-57492.380624669655,0.21,8.991772329650943e+40,-57492.380624669655
56,1702,3,2,3,-107330.03328301712,0.1,6.064662220177598e+40,-107330.03328301712
53,2225,1,4,1,-192678.6178617328,0.26,2.0420886388945644e+41,-192678.6178617328
47,1843,3,2,4,13954.78644728868,0.12,1.5317042776458095e+41,13954.78644728868
37,1879,2,2,5,81806.76848506469,0.09,1.0092130083728136e+42,81806.76848506469
44,1890,1,4,1,540465.9904464169,0.26,2.5977263280767272e+41,540465.9904464169
38,1890,1,4,1,185865.31048248705,0.25,9.649235163027706e+40,185865.31048248705
39,1869,1,1,1,451683.78723189054,0.06,7.574787619068348e+41,451683.78723189054
51,1676,2,1,5,-26394.61806518396,0.33,9.368200592969743e+41,-26394.61806518396
54,1840,3,4,3,48614.80118178703,0.27,5.392338582880962e+41,48614.80118178703
63,2182,3,2,1,1822.0399286622487,0.15,4.478247576833613e+40,1822.0399286622487
55,1851,1,1,1,-28349.44325254803,0.01,2.0382996633154492e+41,-28349.44325254803
50,1759,1,1,1,-201601.8040216528,0.1,7.891545005761508e+41,-201601.8040216528
42,1405,2,4,5,133402.6859194279,0.07,5.5639262007642714e+41,133402.6859194279
49,2007,2,4,5,14498.81847828447,0.3,6.096272502481158e+41,14498.81847828447
59,1936,1,4,1,-57940.14269455496,0.11,4.220778859021129e+41,-57940.14269455496
47,1922,1,4,1,263710.2577904052,0.28,1.5193248051340514e+41,263710.2577904052
36,2136,1,4,1,-90060.40404860729,0.17,5.2556485083629046e+41,-90060.40404860729
42,1851,1,4,1,308332.8273206049,0.28,1.4313352435817455e+41,308332.8273206049
61,1783,2,2,5,-185763.1663286685,0.3,2.329103332359707e+41,-185763.1663286685
51,1834,1,4,1,-42485.27266953402,0.26,1.5773702294004238e+41,-42485.27266953402
53,1818,1,4,1,-261739.78200861812,0.17,4.716525628874307e+41,-261739.78200861812
61,1697,3,2,4,-57145.04154675103,0.02,2.0151250909967615e+41,-57145.04154675103
37,1573,1,1,1,-94995.32509990023,0.02,8.087562681995279e+41,-94995.32509990023
40,1704,1,1,1,-107435.08481798496,0.06,5.721592131851425e+41,-107435.08481798496
53,2098,2,2,5,94215.50119307693,0.03,3.0535136852031133e+41,94215.50119307693
52,1985,1,1,1,-62656.28090612198,0.11,4.0627989825061024e+41,-62656.28090612198
37,1449,2,3,5,-57565.15311777965,0.33,8.373879290057902e+41,-57565.15311777965
50,1379,1,3,1,7654.543712273699,0.25,1.3098887185053375e+42,7654.543712273699
56,1598,1,3,1,348692.5201133786,0.2,6.318577961906438e+41,348692.5201133786
37,1320,1,1,1,-132816.53149117672,0.27,3.5824375717358815e+41,-132816.53149117672
42,1524,1,3,1,8390.423425660112,0.05,9.837490993795803e+41,8390.423425660112
52,1745,1,1,1,-72858.44933434152,0.23,2.841313081525289e+41,-72858.44933434152
56,1374,3,3,3,-107437.69064277632,0.07,1.158811194111804e+42,-107437.69064277632
43,2146,2,1,5,-221866.8020474324,0.09,7.01022492624701e+41,-221866.8020474324
42,2146,3,4,5,12854.903879413454,0.16,8.169991014617042e+41,12854.903879413454
48,1352,1,3,1,206956.7487538269,0.01,7.649418878378663e+41,206956.7487538269
47,1581,2,1,3,734410.9363734075,0.24,1.6796163815846216e+41,734410.9363734075
52,1640,3,4,1,-89561.50298760836,0.18,1.1158077564650238e+41,-89561.50298760836
56,1841,3,4,1,-149083.509364674,0.22,2.4269826287597836e+40,-149083.509364674
39,1846,1,4,1,-54327.999222802784,0.27,1.1120350205790833e+42,-54327.999222802784
48,1824,1,1,1,-143257.6343905724,0.1,2.0928736887090417e+42,-143257.6343905724
35,1496,1,1,1,447321.77434325445,0.27,1.3082291764188311e+42,447321.77434325445
38,1338,1,3,1,-223805.80972952096,0.01,4.237099868890033e+41,-223805.80972952096
43,1501,1,3,1,-241706.5049110957,0.03,3.9521576914039805e+41,-241706.5049110957
39,1506,1,1,1,137043.0749154073,0.31,3.681836291042155e+41,137043.0749154073
59,1684,1,1,1,28104.30015617985,0.12,3.940661500404225e+41,28104.30015617985
53,1443,1,3,1,466287.95755618607,0.02,6.154819751991098e+41,466287.95755618607
41,1630,3,1,3,-178152.85653820643,0.05,8.391419408905516e+41,-178152.85653820643
49,3137,1,1,1,-138543.63548041336,0.31,5.89467519887374e+41,-138543.63548041336
46,1623,2,1,3,22353.359683042258,0.2,8.971289191991839e+41,22353.359683042258
56,1518,3,3,3,-152168.4814422441,0.15,3.7415568116404004e+40,-152168.4814422441
40,1240,3,3,1,-22825.17051771029,0.26,2.3093353217743193e+42,-22825.17051771029
52,3155,1,1,1,72811.071124952,0.33,3.0661799953416276e+41,72811.071124952
48,3137,3,1,3,138307.65969370847,0.07,5.778898933513737e+41,138307.65969370847
43,1583,1,1,1,48463.18101118135,0.19,8.258405252163128e+41,48463.18101118135
54,1402,3,1,4,40012.71696260317,0.34,8.409341263216528e+41,40012.71696260317
35,2956,1,1,1,237023.3595234039,0.0,3.3721226592818755e+41,237023.3595234039
49,1925,1,4,1,-12430.062436282871,0.01,1.5053766775768036e+41,-12430.062436282871
45,3186,2,4,3,-173419.71729603413,0.13,7.091979954607822e+41,-173419.71729603413
44,1653,1,2,1,14137.34727035442,0.04,7.75106723030799e+41,14137.34727035442
39,1530,3,2,5,16875.42830211767,0.1,4.893773070337186e+41,16875.42830211767
49,1656,3,4,2,-1183.807697752837,0.26,3.905134783497021e+41,-1183.807697752837
54,1656,2,4,3,96284.25709358536,0.13,5.383795581202737e+41,96284.25709358536
